Unnamed: 0,imdb_ids,movie,year,imdb,metascore,votes,release_date,release_date_norm,title,title_norm,mpaa-rating,mpaa-rating_norm,running-time,franchises,franchises_norm,keywords,keywords_norm,source,source_norm,genre,genre_norm,production_method,production_method_norm,creative_type,creative_type_norm,production_companies,production_companies_norm,production_countries,production_countries_norm,languages,languages_norm,production_budget,domestic_gross,worldwide_gross,imdb_id
32710,202402,Whatever It Takes,2000,55,20.0,9301,"Mar 24, 2000",2000/03/24,Whatever it Takes,Whatever-it-Takes,PG-13,PG-13-(US),,,,Romance,Romance,Based on Fiction Book/Short Story,Based-on-Fictional-Book-or-Short-Story,Romantic Comedy,Romantic-Comedy,Live Action,Live-Action,Contemporary Fiction,Contemporary-Fiction,,,,,,,15000000,8735529,8735529,202402.0
32715,192255,The Little Vampire,2000,57,45.0,8978,"Oct 27, 2000",2000/10/27,The Little Vampire,Little-Vampire-The,PG,PG-(US),95.0,,,Vampire,Vampire,Based on Fiction Book/Short Story,Based-on-Fictional-Book-or-Short-Story,Adventure,Adventure,Live Action,Live-Action,Kids Fiction,Kids-Fiction,,,Germany,Germany,English,English,22000000,13555988,13555988,192255.0
32716,134630,Duets,2000,61,40.0,8872,"Sep 15, 2000",2000/09/15,Duets,Duets,R,R-(US),,,,,,Original Screenplay,Original-Screenplay,Drama,Drama,Live Action,Live-Action,Contemporary Fiction,Contemporary-Fiction,,,,,,,16000000,4734235,6615452,134630.0
32718,181151,What Planet Are You From?,2000,56,41.0,8844,"Mar 3, 2000",2000/03/03,What Planet Are You From?,What-Planet-Are-You-From,R,R-(US),,,,,,Original Screenplay,Original-Screenplay,Comedy,Comedy,Live Action,Live-Action,Contemporary Fiction,Contemporary-Fiction,,,,,,,50000000,6291602,6291602,181151.0
32719,171359,Hamlet,2000,59,70.0,8817,"May 12, 2000",2000/05/12,Hamlet,Hamlet-(2000),R,R-(US),,,,,,Based on Play,Based-on-Play,Drama,Drama,Live Action,Live-Action,Contemporary Fiction,Contemporary-Fiction,,,,,,,2000000,1577287,2419669,171359.0
32727,195778,Here on Earth,2000,52,25.0,8063,"Mar 24, 2000",2000/03/24,Here on Earth,Here-on-Earth,PG-13,PG-13-(US),,,,Cross-Class Romance,Cross-Class-Romance,Original Screenplay,Original-Screenplay,Drama,Drama,Live Action,Live-Action,Contemporary Fiction,Contemporary-Fiction,,,,,,,15000000,10494147,10845127,195778.0
32731,194218,Panic,2000,66,77.0,7793,"Dec 1, 2000",2000/12/01,Panic,Panic,R,R-(US),,,,Dysfunctional Family,Dysfunctional-Family,Original Screenplay,Original-Screenplay,Drama,Drama,Live Action,Live-Action,Contemporary Fiction,Contemporary-Fiction,,,United States,United-States,,,1000000,779137,1425707,194218.0
32732,156323,Screwed,2000,58,7.0,7785,"May 12, 2000",2000/05/12,Screwed,Screwed,PG-13,PG-13-(US),,,,,,Original Screenplay,Original-Screenplay,Comedy,Comedy,Live Action,Live-Action,Contemporary Fiction,Contemporary-Fiction,,,United States,United-States,,,12000000,6982680,6982680,156323.0
32739,262432,George Washington,2000,74,82.0,7326,"Oct 27, 2000",2000/10/27,George Washington,George-Washington,Not Rated,Not-Rated-(US),,,,,,,,,,,,,,,,,,,,42000,241816,342722,262432.0
32742,200720,The House of Mirth,2000,70,78.0,6879,"Dec 22, 2000",2000/12/22,The House of Mirth,House-of-Mirth-The,PG,PG-(US),,,,,,Based on Fiction Book/Short Story,Based-on-Fictional-Book-or-Short-Story,Drama,Drama,Live Action,Live-Action,Historical Fiction,Historical-Fiction,Granada Productions;Three Rivers Productions;Arts Council of England;FilmFour;Scottish Arts Council;Showtime Network;Glasgow Film Fund;Diaphana;Progress Film Distribution;Kinowelt Filmproduction,Granada-Productions;Three-Rivers-Productions;Arts-Council-of-England;FilmFour;Scottish-Arts-Council;Showtime-Network;Glasgow-Film-Fund;Diaphana;Progress-Film-Distribution;Kinowelt-Filmproduction,United Kingdom,United-Kingdom,,,10000000,3041803,5149131,200720.0
32744,222850,The Broken Hearts Club: A Romantic Comedy,2000,69,51.0,6845,"Sep 29, 2000",2000/09/29,The Broken Hearts Club: A Romantic Comedy,Broken-Hearts-Club-A-Romantic-Comedy-The,R,R-(US),,,,LGBT,LGBT,Original Screenplay,Original-Screenplay,Comedy,Comedy,Live Action,Live-Action,Contemporary Fiction,Contemporary-Fiction,,,,,,,1000000,1744858,2022442,222850.0
32747,171356,Gun Shy,2000,57,42.0,6678,"Feb 4, 2000",2000/02/04,Gun Shy,Gun-Shy,R,R-(US),101.0,,,Mafia,Mafia,Original Screenplay,Original-Screenplay,Comedy,Comedy,Live Action,Live-Action,Contemporary Fiction,Contemporary-Fiction,,,United States,United-States,English,English,10000000,1638202,1638202,171356.0
32751,259974,Digimon: The Movie,2000,61,20.0,6388,"Oct 6, 2000",2000/10/06,Digimon: The Movie,Digimon-The-Movie,PG,PG-(US),,,,Toy Adaptations;Anime,Toy-Adaptations;Anime,Based on TV,Based-on-TV,Adventure,Adventure,Hand Animation,Hand-Animation,Kids Fiction,Kids-Fiction,,,,,,,5000000,9628751,16628751,259974.0
32755,210358,Things You Can Tell Just by Looking at Her,2000,65,76.0,6287,"Oct 13, 2000",2000/10/13,Just Looking,Just-Looking,R,R-(US),,,,Coming of Age,Coming-of-Age,,,,,,,,,,,United States,United-States,,,3000000,39852,39852,210358.0
32768,218378,The Claim,2000,64,62.0,5773,"Dec 29, 2000",2000/12/29,The Claim,Claim-The,R,R-(US),,,,,,Based on Fiction Book/Short Story,Based-on-Fictional-Book-or-Short-Story,Western,Western,Live Action,Live-Action,Historical Fiction,Historical-Fiction,United Artists;Pathe;Arts Council of England;Le Studio Canal Plus;BBC Films;Alliance Atlantis;Revolution Films;DB Entertainment;Grosvenor Park,United-Artists;Pathe;Arts-Council-of-England;Le-Studio-Canal-Plus;BBC-Films;Alliance-Atlantis;Revolution-Films;DB-Entertainment;Grosvenor-Park,United Kingdom,United-Kingdom,English,English,13000000,622023,1375635,218378.0
32785,206226,Psycho Beach Party,2000,62,42.0,5251,"Aug 4, 2000",2000/08/04,Psycho Beach Party,Psycho-Beach-Party,Not Rated,Not-Rated-(US),,,,,,Based on Play,Based-on-Play,Comedy,Comedy,Live Action,Live-Action,Historical Fiction,Historical-Fiction,,,Australia;United States,Australia;United-States,English,English,4000000,267972,267972,206226.0
32788,236388,The Original Kings of Comedy,2000,69,76.0,5123,"Aug 18, 2000",2000/08/18,The Original Kings of Comedy,Original-Kings-of-Comedy-The,R,R-(US),,,,African-American,African-American,Based on Real Life Events,Based-on-Real-Life-Events,Concert/Performance,Concert-or-Performance,Live Action,Live-Action,Factual,Factual,,,United States,United-States,English,English,3000000,38168022,38236338,236388.0
32789,200530,Chuck & Buck,2000,65,76.0,5078,"Jul 14, 2000",2000/07/14,Chuck&Buck,Chuck-and-Buck,R,R-(US),,,,LGBT,LGBT,Original Screenplay,Original-Screenplay,Drama,Drama,Live Action,Live-Action,Contemporary Fiction,Contemporary-Fiction,,,,,,,250000,1055671,1157672,200530.0
